"","MSSubClass","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LandSlope","Neighborhood","Condition2","OverallQual","OverallCond","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","MiscVal","SaleType","SaleCondition","SalePrice","TotalSF","HouseAge","Remodeled","NewHouse","GarageAge","SoldInSummer"
"2599","1St",60,10914,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",3,3,"CompShg","Bad","Bad","None",0,3,2,"Other",3,3,2,1,0,1,0,715,715,"GasA",2,"N",2,715,0,0,715,0,0,1,0,2,1,3,4,8,0,"None","Bad",1,2,660,2,3,1,0,0,75,0,112,0,0,"Old","Old",68000,1430,77,1,0,39,0
"2600","1St",60,7008,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",4,8,"CompShg","Bad","Bad","None",0,3,4,"Other",2,2,1,1,0,1,0,448,448,"GasA",5,"Y",5,448,272,0,720,0,0,1,0,1,1,2,5,8,0,"None","Good",1,1,280,2,3,3,0,0,70,0,0,0,0,"Old","Old",86900,1168,106,1,0,106,0
"2601","1St",60,10800,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,3,821,1,0,299,1120,"GasA",5,"Y",5,1130,0,0,1130,1,0,1,0,2,1,3,5,8,1,"Gd","Bad",1,2,720,3,3,3,229,0,0,0,0,0,0,"Old","Old",120000,2250,86,1,0,36,1
"2602","2St",60,7200,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",6,8,"CompShg","Bad","Bad","None",0,3,5,"Other",3,3,1,3,338,1,0,325,663,"GasA",5,"Y",5,774,821,0,1595,0,0,2,0,3,1,3,7,8,1,"Gd","Bad",1,2,528,3,3,3,49,0,231,0,0,0,0,"Old","Old",155500,2258,91,1,0,32,0
"2603","1St",60,10818,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",4,4,"CompShg","Good","Good","None",0,3,3,"Other",2,3,1,1,0,1,0,1077,1077,"GasA",3,"Y",4,981,779,0,1760,0,0,1,1,4,1,3,7,8,1,"TA","Bad",1,2,648,2,3,3,120,0,96,0,0,0,0,"Old","Old",80000,2837,96,1,0,71,0
"2604","1St",60,10410,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",3,4,"CompShg","Bad","Bad","None",0,3,3,"PC",3,3,1,1,0,1,0,672,672,"GasA",3,"Y",5,694,520,0,1214,0,0,1,0,3,1,3,6,8,0,"None","Bad",1,3,936,3,3,3,216,0,160,0,0,0,0,"Old","Old",105000,1886,91,1,0,8,0
"2605","Multi",60,10800,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,4,"CompShg","Bad","Bad","None",0,3,2,"Other",3,2,1,4,664,1,0,290,954,"GasA",3,"N",4,1766,648,0,2414,0,0,2,0,3,2,3,10,5,1,"Gd","Good",1,2,520,3,2,1,142,0,0,0,0,0,0,"Old","Old",160000,3368,106,1,0,36,1
"2606","1St",60,10800,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,8,"CompShg","Bad","Bad","None",0,3,3,"Other",2,3,1,5,626,1,0,170,796,"GasA",4,"Y",5,1096,370,0,1466,0,1,2,0,3,1,4,7,7,1,"TA","Good",1,2,566,3,3,3,436,21,0,0,0,0,500,"Old","Old",170000,2262,70,1,0,56,0
"2607","1StNew",84,8658,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,5,"CompShg","Bad","Bad","BrkFace",101,3,3,"Other",3,3,1,3,643,1,0,445,1088,"GasA",5,"Y",5,1324,0,0,1324,0,0,2,0,3,1,3,6,8,1,"TA","Good",2,2,440,3,3,3,0,138,0,0,0,0,0,"Old","Old",160000,2412,41,0,0,41,0
"2608","Split",85,13400,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Good","Good","BrkFace",1047,3,3,"Other",3,3,3,5,516,4,128,380,1024,"GasA",3,"Y",5,1086,0,0,1086,1,0,1,0,3,1,3,6,8,1,"Gd","Good",2,2,484,3,3,3,0,0,0,0,0,0,0,"Old","Old",159950,2110,40,0,0,40,1
"2609","Split",83,10184,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,5,"CompShg","Bad","Bad","BrkFace",379,3,3,"Other",3,3,3,5,580,1,0,503,1083,"GasA",3,"Y",5,1146,0,0,1146,0,1,1,0,3,1,3,6,8,1,"Gd","Good",1,1,294,3,3,3,345,75,0,0,0,0,0,"Old","Old",165000,2229,43,0,0,43,1
"2610","1St",77,9786,"Pave",3,"Bnk","AllPub",3,"NAmes","Norm",6,7,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,3,600,1,0,312,912,"GasA",3,"Y",5,1085,649,0,1734,0,0,1,1,3,1,4,7,8,1,"Gd","Good",2,2,440,3,3,3,0,0,0,0,128,0,0,"Old","Old",159000,2646,44,1,0,44,1
"2611","1StNew",77,9510,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,5,"CompShg","Bad","Bad","BrkCmn",161,3,3,"Other",3,3,1,5,701,1,0,434,1135,"GasA",5,"Y",5,1207,0,0,1207,0,0,1,1,3,1,3,6,8,0,"None","Good",2,1,264,3,3,3,0,240,0,0,0,0,0,"Old","Old",147000,2342,44,1,0,44,1
"2612","1StNew",66,7800,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,3,312,2,600,0,912,"GasA",3,"Y",5,912,0,0,912,0,0,1,0,2,1,3,5,8,0,"None","Good",1,1,288,3,3,3,0,0,0,0,0,0,0,"Old","Old",115000,1824,42,0,0,42,0
"2613","1StNew",79,8910,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,2,5,655,1,0,0,655,"GasA",5,"Y",5,1194,0,0,1194,0,1,1,0,3,1,3,6,8,1,"Fa","Good",3,2,539,3,3,3,0,0,192,0,0,0,0,"Old","Old",159500,1849,47,0,0,52,1
"2614","1StNew",60,7332,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",207,3,3,"Other",3,3,1,4,414,1,0,450,864,"GasA",5,"Y",5,864,0,0,864,1,0,1,0,2,1,4,4,8,0,"None","Good",1,1,288,3,3,3,168,0,0,0,0,0,0,"Old","Old",120000,1728,47,0,0,47,0
"2615","1StNew",73,7100,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,7,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,6,708,1,0,108,816,"GasA",3,"Y",4,816,0,0,816,1,0,1,0,2,1,3,5,8,0,"None","Bad",1,1,308,3,3,3,0,0,0,0,0,0,0,"Old","Old",129900,1632,49,0,0,49,1
"2616","1StNew",80,10800,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",104,3,3,"Other",3,3,1,3,913,1,0,400,1313,"GasA",3,"Y",5,1773,0,0,1773,1,0,2,0,3,1,3,6,6,2,"TA","Good",2,2,418,3,3,3,355,98,0,0,144,0,0,"Old","Old",183000,3086,45,1,0,45,0
"2617","1StNew",86,11650,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",7,5,"CompShg","Bad","Bad","BrkCmn",58,3,3,"Other",0,0,0,0,0,0,0,0,0,"GasA",4,"Y",4,1472,0,0,1472,0,0,2,0,2,1,4,5,8,1,"Gd","Good",1,2,484,3,3,3,0,68,0,0,227,0,0,"Old","Old",157500,1472,47,0,0,47,1
"2618","2StNew",0,18275,"Pave",3,"HLS","AllPub",3,"NAmes","Norm",7,8,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,4,5,636,1,0,802,1438,"GasA",3,"Y",5,1900,548,0,2448,1,0,3,0,3,1,3,9,8,2,"Gd","Good",2,2,441,3,3,3,520,102,0,0,0,0,0,"Old","Old",277500,3886,44,1,0,44,0
"2619","1StNew",47,16321,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,4,4,1277,1,0,207,1484,"GasA",3,"Y",5,1600,0,0,1600,1,0,1,0,2,1,3,6,8,2,"Gd","Good",2,1,319,3,3,3,288,258,0,0,0,0,0,"Old","Old",207500,3084,49,1,0,49,0
"2620","1St",60,12144,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",4,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,3,455,1,0,455,910,"GasA",4,"Y",5,910,611,0,1521,0,0,1,1,3,1,4,6,6,0,"None","Bad",1,1,597,2,3,3,199,0,168,0,0,0,0,"Old","Old",147500,2431,56,0,0,56,0
"2621","1St",60,10800,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",4,4,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,720,720,"GasA",3,"N",4,720,472,0,1192,0,0,1,1,4,1,3,6,8,0,"None","None",0,0,0,0,0,3,0,0,0,0,0,0,0,"Old","Old",135000,1912,57,1,0,0,0
"2622","1StNew",60,7200,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,7,"CompShg","Bad","Bad","None",0,3,3,"Other",0,0,0,0,0,0,0,0,0,"GasA",3,"Y",3,1040,0,0,1040,0,0,1,0,2,1,3,5,8,0,"None","Bad",1,2,625,3,3,3,0,0,0,0,0,0,0,"Old","Old",109500,1040,56,0,0,56,1
"2623","1StNew",60,7200,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",4,5,"CompShg","Bad","Bad","None",0,3,3,"Other",0,0,0,0,0,0,0,0,0,"GasA",3,"Y",4,1040,0,0,1040,0,0,1,0,2,1,3,4,8,0,"None","Bad",1,2,420,3,3,3,0,29,0,0,0,0,0,"Old","Old",109900,1040,56,0,0,56,1
"2624","1StNew",70,7560,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,2,369,1,0,671,1040,"GasA",3,"Y",4,1040,0,0,1040,0,0,1,0,3,1,3,6,8,0,"None","Good",2,1,286,3,3,3,140,0,252,0,0,0,0,"Old","Old",133700,2080,47,0,0,47,1
"2625","Multi",60,8544,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",3,4,"CompShg","Bad","Bad","None",0,3,3,"Other",0,0,0,0,0,0,0,0,0,"Wall",2,"N",3,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,"None","Bad",1,2,400,3,2,3,0,0,0,0,0,0,0,"Old","Old",81400,1040,56,0,0,56,0
"2626","Multi",0,8544,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",3,4,"CompShg","Bad","Bad","BrkFace",340,3,3,"Other",0,0,0,0,0,0,0,0,0,"Wall",2,"N",4,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,"None","Bad",1,2,400,3,3,3,0,0,0,0,0,0,0,"Old","Old",87500,1040,57,1,0,57,1
"2627","Multi",60,8544,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",3,4,"CompShg","Bad","Bad","None",0,3,3,"Other",0,0,0,0,0,0,0,0,0,"GasA",4,"N",3,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,"None","Bad",1,2,400,3,3,3,0,0,0,0,0,0,0,"Old","Old",93500,1040,56,0,0,57,1
"2628","Multi",75,8512,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,2,1,1,0,1,0,1556,1556,"GasA",3,"Y",5,1556,0,0,1556,0,0,2,0,4,2,3,8,8,0,"None","None",0,0,0,0,0,3,0,0,0,0,0,0,0,"Old","Old",119000,3112,46,0,0,0,0
"2629","1StNew",70,7945,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,179,4,506,465,1150,"GasA",5,"Y",4,1150,0,0,1150,1,0,1,0,3,1,3,6,8,0,"None","Good",2,1,300,3,3,3,0,0,0,0,0,0,0,"Old","Old",141000,2300,47,0,0,47,1
"2630","1StNew",70,7000,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,4,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,6,781,1,0,369,1150,"GasA",3,"Y",5,1150,0,0,1150,0,0,1,0,3,1,3,6,8,0,"None","Good",2,1,288,3,3,3,0,0,0,0,162,0,0,"Old","Old",146000,2300,45,0,0,45,1
"2631","2StNew",69,7590,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,5,"CompShg","Good","Good","BrkFace",266,3,3,"Other",3,3,1,4,512,1,0,148,660,"GasA",3,"Y",5,660,688,0,1348,0,0,1,1,3,1,3,6,8,1,"Fa","Good",2,2,453,3,3,3,188,108,0,0,0,0,0,"Old","Old",155000,2008,40,0,0,40,1
"2632","Split",69,10205,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,3,4,784,1,0,141,925,"GasA",3,"Y",5,999,0,0,999,1,0,1,0,3,1,3,6,8,0,"None","Good",1,1,300,3,3,3,150,72,0,0,0,0,0,"Old","Old",134500,1924,44,0,0,44,1
"2633","1StNew",74,7400,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",7,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,2,809,1,0,236,1045,"GasA",4,"Y",5,1045,0,0,1045,1,0,1,0,3,1,3,6,8,0,"None","Bad",1,2,528,3,3,3,0,0,0,0,0,0,0,"Old","Old",120000,2090,44,0,0,44,0
"2634","1StNew",70,7000,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,4,468,1,0,396,864,"GasA",4,"Y",5,864,0,0,864,0,1,1,0,3,1,3,5,8,0,"None","Good",1,1,336,3,3,3,0,0,0,0,0,0,0,"Old","Old",105000,1728,44,0,0,44,0
"2635","Multi",70,7000,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,3,5,953,1,0,72,1025,"GasA",3,"Y",5,1025,0,0,1025,1,0,1,0,3,1,3,6,8,0,"None","None",0,0,0,0,0,3,96,80,0,0,0,0,0,"Old","Old",124000,2050,44,0,0,0,0
"2636","2St",62,9856,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,8,"CompShg","Good","Bad","None",0,4,4,"PC",2,3,1,1,0,1,0,716,716,"GasA",5,"Y",4,1007,1007,0,2014,0,0,2,0,5,1,3,8,8,0,"None","Bad",1,2,624,3,3,3,0,72,167,0,0,0,0,"Old","Old",169000,2730,106,1,0,106,1
"2637","2St",57,9906,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",4,4,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,686,686,"GasA",2,"N",5,810,518,0,1328,0,0,1,0,3,1,3,8,8,0,"None","Bad",1,1,210,3,3,3,0,172,60,0,0,0,0,"Old","Old",107000,2014,81,1,0,66,0
"2638","1St",60,9600,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,6,"CompShg","Bad","Bad","Stone",264,3,3,"Other",3,3,1,3,276,1,0,936,1212,"GasA",4,"Y",4,1226,442,0,1668,1,0,1,0,3,1,3,6,8,0,"None","Bad",1,1,240,3,3,3,0,0,140,0,0,0,0,"Old","Old",135000,2880,58,1,0,58,1
"2639","1St",60,5520,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",4,6,"CompShg","Bad","Bad","None",0,3,3,"PC",3,2,1,2,284,1,0,863,1147,"GasA",3,"N",5,1147,510,0,1657,0,0,1,0,4,1,2,9,8,1,"TA","Bad",1,1,162,2,2,1,0,0,0,0,0,0,0,"Old","Old",111500,2804,86,1,0,86,1
"2640","1St",60,9600,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",6,8,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,3,381,1,0,399,780,"GasA",5,"Y",5,940,476,0,1416,0,1,1,0,3,1,4,7,8,0,"None","Bad",1,2,400,3,3,3,0,24,0,0,0,0,0,"Old","Old",156500,2196,106,1,0,50,1
"2641","2St",60,9600,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",7,7,"CompShg","Bad","Bad","None",0,3,3,"Other",3,4,1,2,16,1,0,712,728,"GasA",5,"Y",5,832,809,0,1641,0,1,1,1,3,1,5,6,8,1,"Gd","Bad",1,2,546,2,3,3,0,0,234,0,0,0,0,"Old","Old",178000,2369,81,1,0,81,0
"2642","2St",58,6451,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",7,7,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,3,208,1,0,504,712,"GasA",4,"Y",5,848,580,0,1428,1,0,1,0,4,1,3,7,8,0,"None","Bad",3,2,576,3,3,3,264,0,84,0,0,0,0,"Old","Old",139900,2140,106,1,0,21,1
"2643","2St",66,3960,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",7,8,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,502,502,"GasA",3,"N",5,502,502,0,1004,0,0,1,0,2,1,4,5,8,1,"Po","Bad",1,1,200,2,3,1,280,0,68,0,0,0,0,"Old","Old",105000,1506,76,1,0,76,1
"2644","1St",70,5684,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",6,8,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,813,813,"GasA",5,"Y",4,813,0,0,813,0,0,1,0,2,1,4,5,8,0,"None","Bad",1,1,270,2,2,1,0,113,0,0,0,0,0,"Old","Old",110000,1626,76,1,0,74,1
"2645","Multi",56,7745,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",4,6,"CompShg","Bad","Bad","None",0,4,3,"PC",3,3,1,1,0,1,0,938,938,"GasA",4,"N",5,1084,867,0,1951,0,0,2,0,4,2,2,9,8,0,"None","Bad",1,2,576,3,3,2,0,6,28,0,0,0,0,"Old","Old",111500,2889,106,1,0,13,0
"2646","1St",56,7741,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,2,1,4,143,3,72,817,1032,"GasA",4,"N",4,1032,0,0,1032,0,0,1,0,2,1,3,5,8,0,"None","Bad",1,1,280,3,3,3,0,0,112,0,0,0,0,"Old","Old",108000,2064,82,1,0,11,1
"2647","1St",50,5633,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,7,"CompShg","Bad","Bad","None",0,3,3,"Other",3,2,1,1,0,1,0,844,844,"GasA",3,"Y",5,844,0,0,844,0,0,1,0,2,1,3,5,8,0,"None","Bad",1,1,216,3,3,1,50,81,123,0,0,0,0,"Old","Old",111500,1688,81,1,0,81,1
"2648","2St",50,9000,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,6,"CompShg","Good","Good","None",0,3,3,"Other",2,2,1,1,0,1,0,636,636,"GasA",3,"Y",4,1089,661,0,1750,0,0,1,0,3,1,5,8,8,0,"None","Bad",1,1,240,2,1,1,0,0,293,0,0,0,0,"Old","Old",124000,2386,126,1,0,69,1
"2649","1StNew",60,7200,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",4,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,576,576,"GasA",5,"Y",5,864,0,0,864,0,0,1,0,2,1,3,5,8,0,"None","Bad",2,1,528,3,3,3,0,0,0,0,115,0,0,"Old","Old",105000,1440,56,0,0,54,0
"2650","1St",40,4400,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",6,8,"CompShg","Bad","Bad","None",0,3,3,"Other",2,3,1,1,0,1,0,648,648,"GasA",3,"Y",4,734,384,0,1118,0,0,1,0,2,1,3,6,8,0,"None","Bad",1,2,440,3,3,3,0,0,0,0,0,0,0,"Old","Old",116000,1766,86,1,0,16,0
"2651","2St",42,7614,"Pave",4,"Lvl","AllPub",2,"OldTown","Norm",3,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,2,2,1,0,1,0,738,738,"GasA",4,"Y",4,714,662,0,1376,0,0,1,0,2,1,3,7,8,0,"None","Bad",1,1,216,3,3,1,0,0,104,0,225,0,0,"Old","Old",96900,2114,101,1,0,76,0
"2652","Multi",50,6000,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,7,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,3,6,576,1,0,384,960,"GasA",3,"Y",4,960,0,0,960,1,0,1,0,3,1,3,5,8,0,"None","Bad",1,2,576,3,3,3,0,0,0,0,0,0,0,"Old","Old",135500,1920,51,0,0,30,1
"2653","1St",50,6000,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,7,"CompShg","Bad","Bad","BrkFace",145,3,4,"PC",3,3,1,1,0,1,0,816,816,"GasA",5,"Y",5,816,750,0,1566,0,0,1,1,5,1,4,7,8,0,"None","Bad",1,2,450,3,3,3,24,0,296,0,0,0,0,"Old","Old",139000,2382,82,1,0,30,0
"2654","1St",52,7830,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",3,5,"CompShg","Bad","Bad","None",0,3,3,"Other",2,3,1,2,416,1,0,76,492,"GasA",3,"Y",5,492,0,0,492,1,0,1,0,1,1,3,3,8,0,"None","Bad",1,1,200,2,3,1,0,0,78,0,0,0,0,"Old","Old",61500,984,85,1,0,85,1
"2655","1St",56,9576,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",6,7,"CompShg","Good","Good","None",0,3,3,"Other",2,3,1,3,310,1,0,460,770,"GasA",3,"Y",5,885,297,0,1182,0,0,1,1,3,1,3,5,8,0,"None","Bad",1,1,378,2,3,3,0,0,0,0,0,0,0,"Old","Old",120000,1952,61,1,0,61,1
"2656","1StNew",49,5820,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",3,8,"CompShg","Good","Good","None",0,3,4,"Other",3,3,1,5,256,1,0,906,1162,"GasA",5,"Y",5,1163,0,0,1163,1,0,1,0,3,1,3,6,8,0,"None","Good",1,1,220,2,3,3,142,98,0,0,0,0,0,"Old","Old",126175,2325,51,1,0,51,1
"2657","1St",48,5747,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",3,4,"CompShg","Bad","Bad","None",0,3,3,"PC",3,3,1,1,0,1,0,798,798,"GasA",4,"Y",5,840,0,0,840,0,0,1,0,2,1,2,5,8,0,"None","Bad",1,1,250,3,2,1,112,0,0,0,0,0,0,"Old","Old",64000,1638,86,1,0,68,1
"2658","Multi",69,9142,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",6,8,"CompShg","Bad","Bad","None",0,3,2,"Other",2,3,1,1,0,1,0,1020,1020,"GasA",4,"N",2,908,1020,0,1928,0,0,2,0,4,2,2,9,8,0,"None","Bad",1,1,440,1,1,3,0,60,112,0,0,0,0,"Old","Old",137000,2948,96,1,0,96,0
"2659","2St",60,9600,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",4,2,"CompShg","Bad","Bad","None",0,3,3,"Other",3,2,1,1,0,1,0,1095,1095,"GasW",2,"N",5,1095,679,0,1774,1,0,2,0,4,2,3,8,6,0,"None","Bad",1,3,779,2,2,1,0,0,90,0,0,0,0,"Old","Old",87000,2869,106,1,0,86,1
"2660","2St",60,10800,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",7,7,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,2,3,390,1,0,490,880,"GasW",2,"N",5,880,888,0,1768,0,0,1,1,2,1,3,6,8,2,"TA","Bad",1,2,320,3,3,1,0,341,0,0,0,0,0,"Old","Old",163000,2648,92,1,0,92,0
"2661","2St",70,6300,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",7,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,1226,1226,"GasA",5,"Y",5,1226,878,0,2104,0,0,2,0,5,1,3,9,8,0,"None","Bad",1,2,432,2,3,2,0,341,88,0,0,0,0,"Old","Old",155000,3330,96,1,0,96,1
"2662","1St",63,5000,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,4,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,540,540,"GasA",4,"N",4,889,551,0,1440,0,0,1,0,3,1,3,6,8,0,"None","Good",1,1,352,2,3,3,0,0,77,0,0,0,0,"Old","Old",79000,1980,106,1,0,66,0
"2663","2St",65,8850,"Pave",3,"Bnk","AllPub",3,"OldTown","Norm",7,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,815,815,"GasA",5,"Y",5,815,875,0,1690,0,0,1,0,3,1,3,7,8,1,"Gd","Bad",1,1,225,3,3,3,0,0,330,0,0,0,0,"Old","Old",144000,2505,90,1,0,90,1
"2664","2St",60,3600,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",6,7,"CompShg","Good","Good","None",0,3,3,"Other",3,3,1,1,0,1,0,684,684,"GasA",5,"N",4,684,684,0,1368,0,0,1,0,3,1,3,7,8,0,"None","Bad",1,1,216,3,2,1,0,158,0,0,0,0,0,"Old","Old",114504,2052,96,1,0,76,0
"2665","2St",60,7200,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",7,7,"CompShg","Bad","Bad","None",0,3,3,"Other",2,3,1,1,0,1,0,596,596,"GasA",5,"Y",5,998,764,0,1762,1,0,1,1,4,1,4,8,8,0,"None","Bad",1,2,576,3,3,1,36,0,221,0,0,0,0,"Old","Old",157000,2358,86,1,0,17,0
"2666","1St",84,11340,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,1200,1200,"GasA",3,"Y",4,1200,0,0,1200,0,0,1,0,4,1,3,7,8,0,"None","Bad",1,1,312,2,2,3,0,0,228,0,0,0,0,"Old","Old",125000,2400,83,1,0,83,0
"2667","2St",90,22950,"Pave",2,"Lvl","AllPub",3,"OldTown","Norm",10,9,"WdShngl","Bad","Bad","None",0,4,4,"Other",3,3,2,1,0,1,0,1107,1107,"GasA",5,"Y",5,1518,1518,572,3608,0,0,2,1,4,1,5,12,8,2,"TA","Bad",1,3,840,5,3,3,0,260,0,0,410,0,0,"Old","Old",475000,4143,114,1,0,13,1
"2668","Multi",33,5976,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,7,"CompShg","Bad","Bad","None",0,3,3,"PC",3,3,1,1,0,1,0,624,624,"GasA",4,"N",4,624,624,0,1248,0,0,2,0,2,2,3,8,8,0,"None","None",0,0,0,0,0,1,0,130,256,0,0,0,0,"Old","Old",93500,1872,86,1,0,0,0
"2669","1StNew",65,9750,"Pave",4,"Lvl","AllPub",3,"OldTown","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,960,960,"GasA",5,"Y",5,960,0,0,960,0,0,1,0,3,1,3,5,8,0,"None","Bad",1,2,624,3,3,3,0,0,0,0,0,0,4500,"Old","Old",125000,1920,48,0,0,4,1
